ORIG_CD;DEST_CD;MILES;O&D
TPA;PNS;330;TPA-PNS
PTY;ABQ;2481;PTY-ABQ
MRU;KUL;3387;MRU-KUL
XMN;NNG;629;XMN-NNG
SID;HAJ;3037;SID-HAJ
NAY;HET;252;NAY-HET
CGR;FEN;1886;CGR-FEN
VIE;TIA;496;VIE-TIA
CCS;BSB;2240;CCS-BSB
MVD;CVG;5404;MVD-CVG
MIA;LHR;4415;MIA-LHR
ARN;KRF;235;ARN-KRF
TUS;LAX;450;TUS-LAX
LHW;TNA;1175;LHW-TNA
TLV;BER;1779;TLV-BER
CAW;ROS;1419;CAW-ROS
RTM;PRG;445;RTM-PRG
GRU;BCN;5447;GRU-BCN
MFE;LIM;2986;MFE-LIM
GDL;CEN;628;GDL-CEN
LAS;TUS;364;LAS-TUS
NNM;VKO;975;NNM-VKO
BGO;FCO;1310;BGO-FCO
MIA;MEC;1839;MIA-MEC
SLZ;PET;2080;SLZ-PET
HKG;DTW;7857;HKG-DTW
RDU;BOS;611;RDU-BOS
POA;CAY;2406;POA-CAY
TJL;IMP;1089;TJL-IMP
BNA;BOG;2305;BNA-BOG
JOI;FEC;1163;JOI-FEC
YBK;YRT;159;YBK-YRT
MRS;TXL;732;MRS-TXL
BMA;JKG;178;BMA-JKG
AMS;CUN;5144;AMS-CUN
GDL;CUU;588;GDL-CUU
YHM;MBJ;1704;YHM-MBJ
CUR;BGA;452;CUR-BGA
IOS;IMP;860;IOS-IMP
MAN;VIE;896;MAN-VIE
KBV;WUH;1845;KBV-WUH
ACK;EWB;55;ACK-EWB
BPS;MVD;1647;BPS-MVD
LGA;MIA;1098;LGA-MIA
BGA;HOG;963;BGA-HOG
MXP;SSH;1838;MXP-SSH
FEN;CGR;1886;FEN-CGR
ETZ;DPS;7530;ETZ-DPS
OPS;TOW;893;OPS-TOW
AUH;SGN;3533;AUH-SGN
POL;TGT;553;POL-TGT
KRF;ARN;235;KRF-ARN
CGB;CNF;845;CGB-CNF
TNA;LHW;758;TNA-LHW
HRG;KZN;2109;HRG-KZN
ROS;CAW;1419;ROS-CAW
LDB;MCP;1616;LDB-MCP
BUE;MBJ;3870;BUE-MBJ
DRW;TSV;1156;DRW-TSV
CKG;YNY;1386;CKG-YNY
TUS;LAS;364;TUS-LAS
VKO;NNM;975;VKO-NNM
FCO;BGO;1310;FCO-BGO
ADB;STN;1618;ADB-STN
DAV;OGG;4990;DAV-OGG
GEL;SLZ;1892;GEL-SLZ
NVT;UMU;361;NVT-UMU
FCO;JMK;760;FCO-JMK
JNZ;PVG;690;JNZ-PVG
BOG;BNA;2305;BOG-BNA
BSB;CMG;678;BSB-CMG
YRT;YBK;159;YRT-YBK
TXL;MRS;732;TXL-MRS
JKG;BMA;178;JKG-BMA
CUN;AMS;5144;CUN-AMS
ALC;OST;909;ALC-OST
BES;PMI;710;BES-PMI
BUR;LAS;223;BUR-LAS
DNH;HGH;1596;DNH-HGH
VIE;MAN;896;VIE-MAN
BHV;ISB;303;BHV-ISB
EWB;ACK;55;EWB-ACK
MVD;BPS;1647;MVD-BPS
MIA;LGA;1098;MIA-LGA
HOG;BGA;963;HOG-BGA
SSH;MXP;1838;SSH-MXP
AAX;BEL;1260;AAX-BEL
MXP;VIE;388;MXP-VIE
TOW;OPS;893;TOW-OPS
SGN;AUH;3533;SGN-AUH
TGT;POL;553;TGT-POL
HRB;MDG;179;HRB-MDG
CNF;CGB;845;CNF-CGB
CNF;SJP;362;CNF-SJP
KZN;HRG;2109;KZN-HRG
ATM;JJG;1769;ATM-JJG
MCP;LDB;1616;MCP-LDB
BPG;CXJ;924;BPG-CXJ
TSV;DRW;1156;TSV-DRW
YNY;CKG;1386;YNY-CKG
AER;KHV;4287;AER-KHV
CTG;PUJ;736;CTG-PUJ
BKG;BWI;0;BKG-BWI
STN;ADB;1618;STN-ADB
CGQ;RMQ;1381;CGQ-RMQ
SLZ;GEL;1892;SLZ-GEL
UMU;NVT;361;UMU-NVT
JMK;FCO;760;JMK-FCO
PVG;JNZ;690;PVG-JNZ
ALA;BKK;2485;ALA-BKK
CMG;BSB;678;CMG-BSB
CNF;CUR;2772;CNF-CUR
CCU;LKO;553;CCU-LKO
EDI;LRH;682;EDI-LRH
DUB;NCE;910;DUB-NCE
OST;ALC;909;OST-ALC
PMI;BES;710;PMI-BES
LAS;BUR;223;LAS-BUR
HGH;DNH;1596;HGH-DNH
ANU;SLU;222;ANU-SLU
ISB;BHV;303;ISB-BHV
UVF;YUL;2315;UVF-YUL
COL;CUN;4653;COL-CUN
HAV;SAP;632;HAV-SAP
ADZ;PVA;58;ADZ-PVA
NRT;ORD;6283;NRT-ORD
BEL;AAX;1260;BEL-AAX
VIE;MXP;388;VIE-MXP
JMK;ORY;1391;JMK-ORY
MSO;MSP;1010;MSO-MSP
CFE;SOU;412;CFE-SOU
MDG;HRB;179;MDG-HRB
ATL;CMH;448;ATL-CMH
SJP;CNF;362;SJP-CNF
LAR;WRL;217;LAR-WRL
JJG;ATM;1769;JJG-ATM
CXJ;TOW;348;CXJ-TOW
CXJ;BPG;924;CXJ-BPG
DOK;SHJ;1844;DOK-SHJ
ATL;ZRH;4678;ATL-ZRH
KHV;AER;4287;KHV-AER
PUJ;CTG;736;PUJ-CTG
BWI;BKG;921;BWI-BKG
CTS;IBR;462;CTS-IBR
RMQ;CGQ;1381;RMQ-CGQ
MZT;YYC;1972;MZT-YYC
CCJ;DXB;1662;CCJ-DXB
SAW;STN;1583;SAW-STN
BOJ;STR;976;BOJ-STR
BKK;ALA;2485;BKK-ALA
BIO;JTR;1574;BIO-JTR
CUR;CNF;2772;CUR-CNF
LKO;CCU;553;LKO-CCU
LRH;EDI;682;LRH-EDI
NCE;DUB;910;NCE-DUB
KTT;NTE;1702;KTT-NTE
BXN;ZRH;1200;BXN-ZRH
MTV;TOH;79;MTV-TOH
BCN;YUL;3673;BCN-YUL
SLU;ANU;222;SLU-ANU
CPH;LHR;594;CPH-LHR
YUL;UVF;2315;YUL-UVF
SVO;TFS;3256;SVO-TFS
SAP;HAV;632;SAP-HAV
PVA;ADZ;58;PVA-ADZ
ORD;NRT;6283;ORD-NRT
LIS;VVI;5243;LIS-VVI
DEN;XNA;616;DEN-XNA
ORY;JMK;1391;ORY-JMK
MSP;MSO;1010;MSP-MSO
SOU;CFE;412;SOU-CFE
GVR;SLZ;1137;GVR-SLZ
CMH;ATL;448;CMH-ATL
CTS;KIX;673;CTS-KIX
WRL;LAR;217;WRL-LAR
ASU;VLN;2532;ASU-VLN
TOW;CXJ;348;TOW-CXJ
ATL;ATW;765;ATL-ATW
SHJ;DOK;1844;SHJ-DOK
ZRH;ATL;4678;ZRH-ATL
BLK;JER;318;BLK-JER
LIR;MIA;1105;LIR-MIA
MGA;YUL;2410;MGA-YUL
IBR;CTS;462;IBR-CTS
DXB;ORD;7246;DXB-ORD
YYC;MZT;1972;YYC-MZT
DXB;CCJ;1662;DXB-CCJ
STN;SAW;1583;STN-SAW
STR;BOJ;976;STR-BOJ
KMG;LXA;781;KMG-LXA
JTR;BIO;1574;JTR-BIO
LAX;SDQ;3177;LAX-SDQ
GVR;LAJ;808;GVR-LAJ
CWB;FLN;153;CWB-FLN
HMO;BOG;2942;HMO-BOG
NTE;KTT;1702;NTE-KTT
ZRH;BXN;1200;ZRH-BXN
TOH;MTV;79;TOH-MTV
YUL;BCN;3673;YUL-BCN
PET;RIG;27;PET-RIG
LHR;CPH;594;LHR-CPH
KEB;PGM;3;KEB-PGM
TFS;SVO;3256;TFS-SVO
BAH;SYZ;255;BAH-SYZ
CAN;JUH;574;CAN-JUH
SHJ;JUB;2120;SHJ-JUB
VVI;LIS;5243;VVI-LIS
XNA;DEN;616;XNA-DEN
CGR;THE;1329;CGR-THE
JHB;MES;370;JHB-MES
JDO;MCO;3699;JDO-MCO
SLZ;GVR;1137;SLZ-GVR
AJU;NVT;1332;AJU-NVT
KIX;CTS;673;KIX-CTS
PNH;REP;146;PNH-REP
VLN;ASU;2532;VLN-ASU
CLO;PHX;3084;CLO-PHX
ATW;ATL;765;ATW-ATL
JFK;POP;1455;JFK-POP
HER;OSR;1051;HER-OSR
JER;BLK;318;JER-BLK
MIA;LIR;1105;MIA-LIR
YUL;MGA;2410;YUL-MGA
EPL;NCE;327;EPL-NCE
ORD;DXB;7246;ORD-DXB
LBA;SZG;765;LBA-SZG
HKD;ITM;578;HKD-ITM
KIN;MBJ;83;KIN-MBJ
DFW;FSM;228;DFW-FSM
LXA;KMG;781;LXA-KMG
CGR;POA;693;CGR-POA
SDQ;LAX;3177;SDQ-LAX
LAJ;GVR;808;LAJ-GVR
FLN;CWB;153;FLN-CWB
MYY;SBW;203;MYY-SBW
SHE;YNY;370;SHE-YNY
AYT;FMM;1290;AYT-FMM
JNN;LLU;25;JNN-LLU
DAV;TPA;1348;DAV-TPA
RIG;PET;27;RIG-PET
FOR;JFK;3783;FOR-JFK
PGM;KEB;3;PGM-KEB
DBV;VLC;1000;DBV-VLC
SYZ;BAH;255;SYZ-BAH
JUH;CAN;574;JUH-CAN
HGH;LFQ;658;HGH-LFQ
MLH;ORY;250;MLH-ORY
BEG;NYO;975;BEG-NYO
THE;CGR;1329;THE-CGR
MES;JHB;370;MES-JHB
MCO;JDO;3699;MCO-JDO
CVG;PEI;2422;CVG-PEI
NVT;AJU;1332;NVT-AJU
AAX;BGX;957;AAX-BGX
REP;PNH;146;REP-PNH
CSX;WUX;500;CSX-WUX
PHX;CLO;3084;PHX-CLO
CIX;MEX;2229;CIX-MEX
POP;JFK;1455;POP-JFK
OSR;HER;1051;OSR-HER
RGN;SAW;4258;RGN-SAW
BVB;LDB;1890;BVB-LDB
AAX;CAU;1071;AAX-CAU
NCE;EPL;327;NCE-EPL
BGA;SAP;1152;BGA-SAP
SZG;LBA;765;SZG-LBA
ITM;HKD;578;ITM-HKD
MBJ;KIN;83;MBJ-KIN
FSM;DFW;228;FSM-DFW
GSO;MCO;535;GSO-MCO
POA;CGR;693;POA-CGR
GOH;JAV;343;GOH-JAV
AAX;MVD;1192;AAX-MVD
LRT;LYS;426;LRT-LYS
SBW;MYY;203;SBW-MYY
YNY;SHE;370;YNY-SHE
FMM;AYT;1290;FMM-AYT
LLU;JNN;25;LLU-JNN
TPA;DAV;1348;TPA-DAV
PKC;VKO;4228;PKC-VKO
PGZ;RVD;511;PGZ-RVD
TUO;WLG;192;TUO-WLG
VLC;DBV;1000;VLC-DBV
DQA;LDS;186;DQA-LDS
CWB;SDU;420;CWB-SDU
LFQ;HGH;658;LFQ-HGH
ORY;MLH;250;ORY-MLH
NYO;BEG;975;NYO-BEG
MKE;PHL;688;MKE-PHL
BOS;LIM;3762;BOS-LIM
IAH;SAT;191;IAH-SAT
PEI;CVG;2422;PEI-CVG
AFL;OPS;144;AFL-OPS
BGX;AAX;957;BGX-AAX
GOJ;KUF;327;GOJ-KUF
WUX;CSX;500;WUX-CSX
IAH;MVD;5143;IAH-MVD
MEX;CIX;2229;MEX-CIX
DEN;GSO;1370;DEN-GSO
SEA;SNA;978;SEA-SNA
SAW;RGN;4258;SAW-RGN
LDB;BVB;1890;LDB-BVB
CAU;AAX;1071;CAU-AAX
DEN;SAT;794;DEN-SAT
SAP;BGA;1152;SAP-BGA
KAW;TVY;187;KAW-TVY
DAC;MAA;999;DAC-MAA
HGH;LJG;935;HGH-LJG
YRR;KEH;226;YRR-KEH
MCO;GSO;535;MCO-GSO
IAH;ISN;1330;IAH-ISN
JAV;GOH;343;JAV-GOH
MVD;AAX;1192;MVD-AAX
LYS;LRT;426;LYS-LRT
PIT;MVD;5408;PIT-MVD
MAN;PMI;982;MAN-PMI
BRC;CKS;2749;BRC-CKS
KIX;MMB;797;KIX-MMB
YAM;YXU;290;YAM-YXU
VKO;PKC;4228;VKO-PKC
RVD;PGZ;511;RVD-PGZ
WLG;TUO;192;WLG-TUO
BRU;VIE;574;BRU-VIE
LDS;DQA;186;LDS-DQA
SDU;CWB;420;SDU-CWB
FRA;RHO;1356;FRA-RHO
AKL;YVR;7059;AKL-YVR
FEN;SLZ;819;FEN-SLZ
PHL;MKE;688;PHL-MKE
LIM;BOS;3762;LIM-BOS
SAT;IAH;191;SAT-IAH
AAR;GDN;349;AAR-GDN
OPS;AFL;144;OPS-AFL
NGB;SWA;528;NGB-SWA
KUF;GOJ;327;KUF-GOJ
MDE;STI;967;MDE-STI
MVD;IAH;5143;MVD-IAH
VCP;VIX;479;VCP-VIX
GSO;DEN;1370;GSO-DEN
SNA;SEA;978;SNA-SEA
PSP;YEG;1353;PSP-YEG
ALC;RTM;974;ALC-RTM
BLQ;REG;500;BLQ-REG
SAT;DEN;794;SAT-DEN
MIA;TLV;6603;MIA-TLV
TVY;KAW;187;TVY-KAW
MAA;DAC;999;MAA-DAC
LJG;HGH;1238;LJG-HGH
JJN;YCU;859;JJN-YCU
ASU;KIN;3240;ASU-KIN
ISN;IAH;1330;ISN-IAH
CXR;ICN;2053;CXR-ICN
BKG;MKE;525;BKG-MKE
AMD;GOI;610;AMD-GOI
KCH;MZV;364;KCH-MZV
PMI;MAN;982;PMI-MAN
CKS;BRC;2749;CKS-BRC
MMB;KIX;797;MMB-KIX
YXU;YAM;290;YXU-YAM
CUL;MEX;651;CUL-MEX
GRU;PHX;5823;GRU-PHX
CNS;GTE;650;CNS-GTE
VIE;BRU;574;VIE-BRU
NGO;YUL;6952;NGO-YUL
HND;JED;5962;HND-JED
RHO;FRA;1356;RHO-FRA
YVR;AKL;7059;YVR-AKL
SLZ;FEN;819;SLZ-FEN
KLO;KUL;1544;KLO-KUL
CMH;DTW;155;CMH-DTW
BGY;PMI;552;BGY-PMI
GDN;AAR;349;GDN-AAR
DIE;TNR;462;DIE-TNR
SWA;NGB;528;SWA-NGB
BDA;JFK;761;BDA-JFK
STI;MDE;967;STI-MDE
FLR;PRG;457;FLR-PRG
VIX;VCP;479;VIX-VCP
CKS;MII;1111;CKS-MII
DLC;WUX;515;DLC-WUX
YEG;PSP;1353;YEG-PSP
RTM;ALC;974;RTM-ALC
REG;BLQ;500;REG-BLQ
JKH;MJT;54;JKH-MJT
TLV;MIA;6603;TLV-MIA
LAJ;REC;1688;LAJ-REC
AOJ;ICN;800;AOJ-ICN
ANF;ARI;351;ANF-ARI
YCU;JJN;859;YCU-JJN
KIN;ASU;3240;KIN-ASU
DLI;VII;513;DLI-VII
ICN;CXR;2053;ICN-CXR
MKE;BKG;525;MKE-BKG
GOI;AMD;610;GOI-AMD
MZV;KCH;364;MZV-KCH
RMQ;WUH;585;RMQ-WUH
ATH;RUH;1606;ATH-RUH
DEL;YYZ;7232;DEL-YYZ
YEV;ZFM;69;YEV-ZFM
MEX;CUL;651;MEX-CUL
PHX;GRU;5823;PHX-GRU
GTE;CNS;650;GTE-CNS
ROO;TJL;350;ROO-TJL
YUL;NGO;6952;YUL-NGO
JED;HND;5962;JED-HND
NUE;PAD;182;NUE-PAD
AJU;CXJ;1553;AJU-CXJ
JPA;VAG;1220;JPA-VAG
KUL;KLO;1544;KUL-KLO
DTW;CMH;155;DTW-CMH
ACY;FLL;979;ACY-FLL
MCO;PIU;2313;MCO-PIU
TNR;DIE;462;TNR-DIE
GUA;MSY;1061;GUA-MSY
JFK;BDA;761;JFK-BDA
BPS;NAT;779;BPS-NAT
PRG;FLR;457;PRG-FLR
BRI;CDG;880;BRI-CDG
MII;CKS;1111;MII-CKS
WUX;DLC;515;WUX-DLC
CPV;PMG;1689;CPV-PMG
QFI;QPW;0;QFI-QPW
JMK;MXP;1026;JMK-MXP
MJT;JKH;54;MJT-JKH
DXB;OTP;2108;DXB-OTP
REC;LAJ;1688;REC-LAJ
ICN;AOJ;800;ICN-AOJ
ARI;ANF;351;ARI-ANF
BUD;WMI;352;BUD-WMI
DOK;SKG;897;DOK-SKG
VII;DLI;513;VII-DLI
HKT;SHJ;3055;HKT-SHJ
NAP;VCE;334;NAP-VCE
ORD;SBN;84;ORD-SBN
MAJ;PNI;895;MAJ-PNI
WUH;RMQ;585;WUH-RMQ
RUH;ATH;1606;RUH-ATH
YYZ;DEL;7232;YYZ-DEL
ZFM;YEV;69;ZFM-YEV
RUN;SMS;455;RUN-SMS
PUJ;YUL;1884;PUJ-YUL
FAO;RTM;1195;FAO-RTM
TJL;ROO;350;TJL-ROO
LED;NBE;1863;LED-NBE
DSN;PVG;886;DSN-PVG
PAD;NUE;182;PAD-NUE
CXJ;AJU;1553;CXJ-AJU
VAG;JPA;1220;VAG-JPA
BZE;CTG;988;BZE-CTG
KIV;LGW;1345;KIV-LGW
FLL;ACY;979;FLL-ACY
BAQ;EWR;2053;BAQ-EWR
BUT;YON;52;BUT-YON
MSY;GUA;1061;MSY-GUA
POJ;SET;3552;POJ-SET
NAT;BPS;779;NAT-BPS
GEA;TGJ;118;GEA-TGJ
CDG;BRI;880;CDG-BRI
IBZ;NAP;700;IBZ-NAP
BRU;PMI;789;BRU-PMI
PMG;CPV;1689;PMG-CPV
ARX;GEL;1959;ARX-GEL
MXP;JMK;1026;MXP-JMK
APK;MOZ;258;APK-MOZ
OTP;DXB;2108;OTP-DXB
BDS;MUC;600;BDS-MUC
DYR;KHV;1915;DYR-KHV
ARX;PFB;1894;ARX-PFB
WMI;BUD;352;WMI-BUD
SKG;DOK;897;SKG-DOK
AUH;BEY;1313;AUH-BEY
GLA;WMI;1035;GLA-WMI
VCE;NAP;334;VCE-NAP
SBN;ORD;84;SBN-ORD
PNI;MAJ;895;PNI-MAJ
AMD;DOH;1335;AMD-DOH
IZA;SET;3843;IZA-SET
KTA;PER;776;KTA-PER
SNU;VRA;98;SNU-VRA
SMS;RUN;455;SMS-RUN
YUL;PUJ;1884;YUL-PUJ
RTM;FAO;1195;RTM-FAO
SYD;YVR;7767;SYD-YVR
NBE;LED;1863;NBE-LED
PVG;DSN;886;PVG-DSN
LIM;REC;2884;LIM-REC
LAS;RDU;2026;LAS-RDU
MRY;SFO;77;MRY-SFO
CTG;BZE;988;CTG-BZE
LGW;KIV;1345;LGW-KIV
CUC;GIG;2897;CUC-GIG
EWR;BAQ;2053;EWR-BAQ
ATL;AVP;714;ATL-AVP
DLG;KMO;20;DLG-KMO
SET;POJ;3552;SET-POJ
ICN;SZX;1280;ICN-SZX
TGJ;GEA;118;TGJ-GEA
ADZ;SXM;1296;ADZ-SXM
NAP;IBZ;700;NAP-IBZ
PMI;BRU;789;PMI-BRU
AUH;CCJ;1614;AUH-CCJ
GEL;ARX;1959;GEL-ARX
SDU;THE;1234;SDU-THE
ANC;ANI;317;ANC-ANI
JRO;MBA;178;JRO-MBA
MUC;BDS;600;MUC-BDS
KHV;DYR;1915;KHV-DYR
PFB;ARX;1894;PFB-ARX
PTO;ROS;672;PTO-ROS
VLN;VVI;1939;VLN-VVI
BEY;AUH;1313;BEY-AUH
WMI;GLA;1035;WMI-GLA
COR;GDL;4410;COR-GDL
NKG;XIY;606;NKG-XIY
CKS;MOC;843;CKS-MOC
DOH;AMD;1335;DOH-AMD
SET;IZA;3843;SET-IZA
PER;KTA;776;PER-KTA
VRA;SNU;98;VRA-SNU
HRG;MBA;2181;HRG-MBA
ATY;MSP;192;ATY-MSP
YOW;YQM;532;YOW-YQM
YVR;SYD;7767;YVR-SYD
ARN;MAD;1588;ARN-MAD
ROS;VIX;1534;ROS-VIX
REC;LIM;2884;REC-LIM
RDU;LAS;2026;RDU-LAS
SFO;MRY;77;SFO-MRY
BKK;UBP;296;BKK-UBP
MEL;YVR;8202;MEL-YVR
GIG;CUC;2897;GIG-CUC
ROR;YAP;282;ROR-YAP
AVP;ATL;714;AVP-ATL
KMO;DLG;20;KMO-DLG
GSP;LGA;610;GSP-LGA
SZX;ICN;1280;SZX-ICN
CAN;KUL;1591;CAN-KUL
SXM;ADZ;1296;SXM-ADZ
BSL;KGS;1242;BSL-KGS
ASU;AUA;2728;ASU-AUA
CCJ;AUH;1614;CCJ-AUH
CSX;MIG;545;CSX-MIG
THE;SDU;1234;THE-SDU
ANI;ANC;317;ANI-ANC
MBA;JRO;178;MBA-JRO
ALC;GOT;1460;ALC-GOT
BKK;SDJ;2979;BKK-SDJ
GVA;LCY;462;GVA-LCY
ROS;PTO;672;ROS-PTO
VVI;VLN;1939;VVI-VLN
HDD;SKZ;170;HDD-SKZ
KBP;VNO;387;KBP-VNO
GDL;COR;4410;GDL-COR
XIY;NKG;606;XIY-NKG
MOC;CKS;843;MOC-CKS
TRF;VNO;646;TRF-VNO
BRS;MXP;658;BRS-MXP
AMS;IAH;5013;AMS-IAH
BAQ;SLP;1898;BAQ-SLP
KIV;TSR;370;KIV-TSR
MSP;ATY;192;MSP-ATY
YQM;YOW;532;YQM-YOW
JPR;TJL;960;JPR-TJL
MAD;ARN;1588;MAD-ARN
VIX;ROS;1534;VIX-ROS
CZL;JED;2197;CZL-JED
BOC;SYQ;136;BOC-SYQ
MCO;RVY;4443;MCO-RVY
UBP;BKK;296;UBP-BKK
YVR;MEL;8202;YVR-MEL
CKS;TFF;1031;CKS-TFF
YAP;ROR;282;YAP-ROR
JOI;PHB;1679;JOI-PHB
BAH;SIN;3934;BAH-SIN
LGA;GSP;610;LGA-GSP
NVT;ROS;839;NVT-ROS
KUL;CAN;1591;KUL-CAN
BSB;PAV;790;BSB-PAV
KGS;BSL;1242;KGS-BSL
AUA;ASU;2728;AUA-ASU
CAY;MCZ;1474;CAY-MCZ
MIG;CSX;545;MIG-CSX
COK;DXB;1731;COK-DXB
ACT;IAH;159;ACT-IAH
CGO;MFM;852;CGO-MFM
GOT;ALC;1460;GOT-ALC
SDJ;BKK;2979;SDJ-BKK
LCY;GVA;462;LCY-GVA
CGR;SJP;341;CGR-SJP
PDP;TFF;2261;PDP-TFF
SKZ;HDD;170;SKZ-HDD
VNO;KBP;387;VNO-KBP
NAT;MIA;3715;NAT-MIA
DME;NVI;1630;DME-NVI
LEC;NVT;1104;LEC-NVT
VNO;TRF;646;VNO-TRF
MXP;BRS;658;MXP-BRS
IAH;AMS;5013;IAH-AMS
SLP;BAQ;1898;SLP-BAQ
TSR;KIV;370;TSR-KIV
DGO;STI;2199;DGO-STI
BGO;MAN;556;BGO-MAN
TJL;JPR;960;TJL-JPR
REC;SDU;1164;REC-SDU
HAN;VCS;739;HAN-VCS
JED;CZL;2197;JED-CZL
SYQ;BOC;136;SYQ-BOC
RVY;MCO;4443;RVY-MCO
GDL;PIU;2347;GDL-PIU
FRA;KLT;2145;FRA-KLT
TFF;CKS;1031;TFF-CKS
DIO;OME;133;DIO-OME
PHB;JOI;1679;PHB-JOI
SIN;BAH;3934;SIN-BAH
BPG;GVR;717;BPG-GVR
ROS;NVT;839;ROS-NVT
FRU;OVB;922;FRU-OVB
PAV;BSB;790;PAV-BSB
INN;PVK;745;INN-PVK
MAO;SDU;1778;MAO-SDU
MCZ;CAY;1474;MCZ-CAY
CAN;HKG;84;CAN-HKG
DXB;COK;1731;DXB-COK
IAH;ACT;159;IAH-ACT
MFM;CGO;852;MFM-CGO
BPG;CNF;612;BPG-CNF
MVD;VAL;1830;MVD-VAL
IOS;LEC;220;IOS-LEC
SJP;CGR;341;SJP-CGR
TFF;PDP;2261;TFF-PDP
BFS;STN;313;BFS-STN
SDQ;AMS;4569;SDQ-AMS
YGP;YUL;491;YGP-YUL
NVI;DME;1630;NVI-DME
NVT;LEC;1104;NVT-LEC
WLG;ZQN;398;WLG-ZQN
UDI;VCP;293;UDI-VCP
ARU;URG;725;ARU-URG
BRC;GIG;2053;BRC-GIG
BGX;UDI;966;BGX-UDI
AUA;LSP;55;AUA-LSP
MAN;BGO;556;MAN-BGO
GXH;LHW;0;GXH-LHW
SDU;REC;1164;SDU-REC
VCS;HAN;739;VCS-HAN
HGH;ICN;620;HGH-ICN
ASU;OKC;4927;ASU-OKC
VLI;VLS;63;VLI-VLS
KBP;TSF;923;KBP-TSF
KLT;FRA;2145;KLT-FRA
BAZ;MAO;349;BAZ-MAO
OME;DIO;133;OME-DIO
JED;MLE;2600;JED-MLE
NNG;WUZ;204;NNG-WUZ
GVR;BPG;717;GVR-BPG
TFF;VVI;992;TFF-VVI
OVB;FRU;922;OVB-FRU
MSY;UIO;2214;MSY-UIO
PVK;INN;745;PVK-INN
SDU;MAO;1778;SDU-MAO
BLR;IXZ;1021;BLR-IXZ
HKG;CAN;84;HKG-CAN
CMG;LEC;1179;CMG-LEC
AEP;BRC;829;AEP-BRC
ISB;KWI;1507;ISB-KWI
CNF;BPG;612;CNF-BPG
VAL;MVD;1830;VAL-MVD
LEC;IOS;220;LEC-IOS
AMS;INV;502;AMS-INV
BVA;RBA;1156;BVA-RBA
STN;BFS;313;STN-BFS
AMM;IST;745;AMM-IST
YUL;YGP;491;YUL-YGP
MRU;SYD;5641;MRU-SYD
COR;EZE;408;COR-EZE
ZQN;WLG;398;ZQN-WLG
VCP;UDI;293;VCP-UDI
URG;ARU;725;URG-ARU
GIG;BRC;2053;GIG-BRC
UDI;BGX;966;UDI-BGX
LSP;AUA;55;LSP-AUA
GDN;MXP;743;GDN-MXP
LHW;GXH;0;LHW-GXH
YEG;YYE;517;YEG-YYE
PMG;VVI;587;PMG-VVI
ICN;HGH;620;ICN-HGH
OKC;ASU;4927;OKC-ASU
VLS;VLI;63;VLS-VLI
TSF;KBP;923;TSF-KBP
AGA;LUX;1561;AGA-LUX
MAO;BAZ;349;MAO-BAZ
AAX;UMU;502;AAX-UMU
MLE;JED;2600;MLE-JED
WUZ;NNG;204;WUZ-NNG
YZT;KEH;307;YZT-KEH
VVI;TFF;992;VVI-TFF
GIG;MZT;5286;GIG-MZT
UIO;MSY;2214;UIO-MSY
CXJ;PPB;485;CXJ-PPB
ANF;LIM;902;ANF-LIM
IXZ;BLR;1021;IXZ-BLR
CKS;MCP;431;CKS-MCP
LEC;CMG;1179;LEC-CMG
BRC;AEP;829;BRC-AEP
KWI;ISB;1507;KWI-ISB
LHR;RJK;804;LHR-RJK
CEK;PRG;1977;CEK-PRG
GLA;MAN;194;GLA-MAN
INV;AMS;502;INV-AMS
RBA;BVA;1156;RBA-BVA
CAW;UDI;489;CAW-UDI
IST;AMM;745;IST-AMM
DMK;NAW;518;DMK-NAW
MOT;MSP;448;MOT-MSP
EZE;COR;408;EZE-COR
SKG;VKO;1227;SKG-VKO
BHY;SZX;319;BHY-SZX
IFP;MKE;1524;IFP-MKE
BPG;PGZ;661;BPG-PGZ
ROB;LOS;941;ROB-LOS
BRC;VVI;1692;BRC-VVI
MXP;GDN;743;MXP-GDN
KMG;SHE;1646;KMG-SHE
YYE;YEG;517;YYE-YEG
VVI;PMG;587;VVI-PMG
TLS;VIE;794;TLS-VIE
GRO;LWO;1154;GRO-LWO
IZA;MCZ;963;IZA-MCZ
ADZ;TPA;1061;ADZ-TPA
LUX;AGA;1561;LUX-AGA
GOH;JHS;197;GOH-JHS
UMU;AAX;502;UMU-AAX
LMT;SFO;315;LMT-SFO
GYN;VVI;920;GYN-VVI
DBV;ORY;874;DBV-ORY
AUH;BLR;1701;AUH-BLR
MZT;GIG;5286;MZT-GIG
BGX;THE;1988;BGX-THE
PPB;CXJ;485;PPB-CXJ
LIM;ANF;902;LIM-ANF
TNW;UIO;104;TNW-UIO
MCP;CKS;431;MCP-CKS
SFO;XIY;6489;SFO-XIY
AKL;LAX;6517;AKL-LAX
BUR;SLC;574;BUR-SLC
RJK;LHR;804;RJK-LHR
PRG;CEK;0;PRG-CEK
MAN;GLA;194;MAN-GLA
PHB;VVI;1770;PHB-VVI
PUJ;SJD;2685;PUJ-SJD
UDI;CAW;489;UDI-CAW
CAN;YBP;666;CAN-YBP
NAW;DMK;518;NAW-DMK
MSP;MOT;448;MSP-MOT
SUF;TRN;618;SUF-TRN
VKO;SKG;1227;VKO-SKG
